Model,File Name,File Size,Download Link
THL A3,THL_A3_MT6572_4P2_163A_150708_4.2.2.zip,253 MB,https://www.mediafire.com/file/mgh3gv0suog7odc/THL_A3_MT6572_4P2_163A_150708_4.2.2.zip/file
THL Knight 2,THL_Knight_2_MT6750_S590_R08_180228_7.0.zip,1.70 GB,https://www.mediafire.com/file/oh8yfpwkvk8s39f/THL_Knight_2_MT6750_S590_R08_180228_7.0.zip/file
THL T9 Plus,THL_T9_Plus_MT6737M_P30_170621.zip,423 MB,https://drive.google.com/file/d/1l_qft_8rmRFVvWA0cxi0wI0maUzQavpj/view
THL Knight 1,THL_Knight_1_MT6750_R11_20170613.zip,1.2 GB,https://drive.google.com/file/d/1a4Ihnptvk-sBpDchrutcfWLZDu4lFfkr/view
THL W200,THL_W200_MT6589_V2_130703_4.2.1.zip,338 MB,https://www.mediafire.com/file/drehwzz2ou81xnb/THL_W200_MT6589_V2_130703_4.2.1.zip/file
