Model,File Name,File Size,Download Link
DingDing Defi Phantom,DingDing_Defi_Phantom_SP7731CEB_20170720_6.0_SPD.zip,482 MB,https://drive.google.com/file/d/1PAhtt_BBE7U4Vp1Hv96UmTAuWFJW-Z7C/view
DingDing Defi Target,DingDing_Defi_Target_SP7731CEB_20171114_6.0_SPD.zip,486 MB,https://drive.google.com/file/d/1Hwncw9mGjLNOJtHMvIpCiCIoi80Cym2P/view
DingDing Guide C1,DingDing_Guide_C1_MT6580_03072017_6.0.zip,666 MB,https://drive.google.com/file/d/1_UN59yzFufoMjcf2okWnuQHq6DIVh8jC/view
DingDing T1000,DingDing_T1000_MT6580_11132017_6.1.zip,560 MB,https://drive.google.com/file/d/119A3OZZBe3T3r5bdroyiWRtvGl3VrAI0/view
Dingding X12,Dingding_X12_MT6739_20180926_8.1.0.zip,1 GB,https://drive.google.com/file/d/1hNQQ88xXHyx7YGsv30bc4CsjofoqtzNQ/view
