Model,File Name,File Size,Download Link
Cat S40,Cat_S40_01102017_5.1.1_QPST.zip,1.54 GB,https://drive.google.com/file/d/11OCHR8rHvRU0fUcey4Ex8-4TYETJ5klZ/view
Cat S31 LTE,Cat_S31_LTE_MSM8909_S0201121.0_S31_1.007.00_8.1.0.zip,1.3 GB,https://drive.google.com/file/d/1w-cvtpvp2ej6IU9LZnR3oDoO4To8Dd0I/view
Cat B15 Tough,Cat_B15_Tough_MT6577_231015_4.1.2.zip,291 MB,https://drive.google.com/file/d/1cYGr0PWfe3AOHe-Aj2xzFLiTI14WHUg9/view
Cat S30 LTE,Cat_S30_LTE_D0201121.0_S30_0.024.02_170501_QPST.zip,1 GB,https://drive.google.com/file/d/1oAFmYXGy9_NMZm3Cb4St2U1CH6WfXnLO/view
Cat S60,Cat_S60_MSM8952_110417_6.0.1_QPST.zip,1.44 GB,https://drive.google.com/file/d/1DQKTCqFN4luKqZfvEHHj7mA5TTs4anSk/view
Cat S52,Cat_S52_OTA.zip,259 MB,https://drive.google.com/file/d/16I7h5BN7Uxsn6lRaT8ye_SPtZOqfIgvE/view
Cat S41,Cat_S41_MT6757_170623_8.0.zip,2 GB,https://drive.google.com/file/d/1E_suNf9xD9fFijA6oLggKHRjRfmZOOFL/view
