Model,File Name,File Size,Download Link
Baunz Phaseus T90-4,Baunz_Phaseus_T90-4_MT6589_FR_ZA_T600_170913_4.2.1.zip,303 MB,https://drive.google.com/file/d/1lLJqzaWxS0c0Xz04e7oqQ-ec4eX2MNCX/view
Bauhn Sphere B5,Bauhn_Sphere_B5_MT6582_140603_4.2.2.zip,350 MB,https://drive.google.com/file/d/1wbYnZND4b80lMA9pWSksDaCGGvhPCfQz/view
Bauhn ASP-4500Z,Bauhn_ASP-4500Z_MT6577_170413_4.1.1.zip,227 MB,https://drive.google.com/file/d/1hm2A_Uw0HxFYFoLmL1UMeRnZ2I3wJSH_/view
Bauhn AAP5-815,Bauhn_AAP5-815_MT6735_130116_5.1.zip,892 MB,https://drive.google.com/file/d/1UvvBqePUcICM6N7-CQIogLdvqMGhI0jj/view
