Model,File Name,File Size,Download Link
Goodtel G2,Goodtel_G2_MT6580_20200307_8.1.0.zip,821 MB,https://drive.google.com/file/d/1ae8JWnzVWAwiOAfhhkR6Ksr1yfUAwkcc/view
