Model,File Name,File Size,Download Link
Phicomm i600,Phicomm_i600_1.0T02_1128_SH_4.1.2_OTA.zip,201 MB,https://drive.google.com/file/d/1YFXRNNRpKLAoUeOii3sqhEUkZW1ZqYiJ/view
Phicomm C730lW,Phicomm_C730lW_4.4_1.6T19_QFIL.zip,771 MB,https://drive.google.com/file/d/1Bg1vJa4K0yjdHzKKqBjYcSghgrlce5fd/view
Phicomm X130W,Phicomm_X130W_1.2T21_20131104_4.1.2_OTA.zip,318 MB,https://drive.google.com/file/d/1T4Ygh7yu-tkRDtfhS_x5SPfpBAjzXd6n/view
Phicomm X130V,Phicomm_X130V_T09_20131017_4.1.2_OTA.zip,301 MB,https://drive.google.com/file/d/13nQ89FIADEPEEr9CsuvoDDESSlFmCbvF/view
Phicomm P660,Phicomm_P660_LIN_20150615_4.4.4.zip,506 MB,https://drive.google.com/file/d/1RXICtcL05gfxQMWsYKJkZNbCPvRDzz1J/view
