Model,File Name,File Size,Download Link
Mtech Opal Q6,Mtech_Opal_Q6_MT6582_V009_030315.zip,395 MB,https://drive.google.com/file/d/1LZ2315uvnqVGP3ckGVv9sqhvHdUQHJCt/view
Mtech A8 Infinity,Mtech_A8_Infinity_141212_SPD.zip,185 MB,https://drive.google.com/file/d/1RdP2G1CAn2D1OKlVIsxo67El_wKmO7DO/view
Mtech A2 Infinity,Mtech_A2_Infinity_RC05_20130902_SPD.zip,92 MB,https://drive.google.com/file/d/1gaEgdFpjsVVPSNTPjQ9prF6DzXhbM0xE/view
Mtech A4 Infinity,Mtech_A4_Infinity_V9_140723_SPD.zip,115 MB,https://drive.google.com/file/d/1k2cuHu7pS3R8Nkf6NFgyVW37IByLkvk4/view
Mtech A6 Infinity,Mtech_A6_Infinity_MT6572_V011_141014.zip,383 MB,https://drive.google.com/file/d/1_vChunUmZepC_C81XPH4M23A-Wv-cg4g/view
