Model,File Name,File Size,Download Link
Huawei Y6 2018 Atomu-L31,Huawei_Y6_2018_Atomu-L31_8.0.0.162_C10CUSTC10D1_EMUI8.0_05015DGJ_Dload.zip,2.98 GB,https://drive.google.com/file/d/1R8T-6-caqunKqT0aXawIUM_OdTCPm_6c/view?usp=sharing
Huawei Y7 2019 Dubai-L21,Huawei_Y7_2019_Dubai-L21_8.2.0.130_C10CUSTC10D1_EMUI8.2_05015RFH_Dload.zip,3.15 GB,https://drive.google.com/file/d/1BSwqX6H1BnOVEnIHbqmLdMKdmjPWsuLW/view?usp=sharing
Huawei Y6 2019 Madrid-L41A,Huawei_Y6_2019_Madrid-L41A_9.1.0.234_C10E5R3P1_9.0.0_R3_EMUI9.1.0_05015QRE_Dload.zip,2.14 GB,https://drive.google.com/file/d/17vn-AHOS6R0M_8idpdToJdQiKcGuntET/view?usp=sharing
Huawei Y6 2018 Atomu-L31B,Huawei_Y6_2018_Atomu-L31B_8.0.0.148_C432CUSTC432D1_8.0.0_R1_EMUI8.0_05015EEA_Dload.zip,2.22 GB,https://drive.google.com/file/d/1ueXufD56HaB-hr8EPQ3MmkC5YW-0pnrT/view?usp=sharing
Huawei Y6 2018 ATU-L31,Huawei_Y6_2018_ATU-L31_8.0.0.148_C432CUSTC432D1_8.0.0_R1_EMUI8.0_05015EEA_Dload.zip,2.22 GB,https://drive.google.com/file/d/1VlEPD46kwKoUO0ivmoAy1H4HiuXmYyIT/view?usp=sharing
Huawei Y6S 2019 Jakarta-L21AHW,Huawei_Y6S_2019_Jakarta-L21AHW_9.1.0.251_C10E2R1P1_9.0.0_R3_EMUI9.1.0_05016HRS_Dload.zip,2.64 GB,https://drive.google.com/file/d/1tqCKtzNhLo1mass29m17kU6L-D03EY3r/view?usp=sharing
Huawei Y6S 2019 Jakarta-L21CHW,Huawei_Y6S_2019_Jakarta-L21CHW_9.1.0.342_C10E2R2P1_EMUI9.1.0_05016HRS_Dload.zip,2.38 GB,https://drive.google.com/file/d/1TfjzzRNEuCFp_8yWMFIwpZexFDOMB1r8/view?usp=sharing
Huawei Y6S 2019 JAT-LX1,Huawei_Y6S_2019_JAT-LX1_9.1.0.251_C10E2R1P1_9.0.0_R3_EMUI9.1.0_05016HRS_Dload.zip,2.28 GB,https://drive.google.com/file/d/1ZAyHRvFkVzQW4PyC412_rgtr6DatepyT/view?usp=sharing
Huawei Y9 Prime 2019 Stark-L21M,Huawei_Y9_Prime_2019_Stark-L21M_EBX7_10.0.0.323_C185E6R6P1_EMUI10.0.0_05016LQE_Dload.zip,3.35 GB,https://drive.google.com/file/d/1qe1_CWNkjL_-MvW0MfULAGGkXnSqbwG4/view?usp=sharing
Huawei Y9 Prime 2019 STK-L21M,Huawei_Y9_Prime_2019_STK-L21M_10.0.0.323_C185E6R6P1_EMUI10.0.0_05016LQE_Dload.zip,3.35 GB,https://drive.google.com/file/d/1LziyNiPasG9BKn85VBvBPsjszSme4xbT/view?usp=sharing
Huawei Nova 12i CTR-L81,Huawei_Nova_12i_CTR-L81_HW_RU_104.2.0.141_C10E2R1P1_Dload.zip,4.61 GB,https://drive.google.com/file/d/1IuWfN6otiLpRhqwOhsds9Y48beY9-b-Z/view?usp=sharing
Huawei Nova 13i CTR-L91,Huawei_Nova_13i_CTR-L91_HW_RU_104.2.0.103_C10E2R2P1_Dload.zip,4.5 GB,https://drive.google.com/file/d/18g6XN2Kk3C-u-WvON0ndKf4pbeimPw0Q/view?usp=sharing
Huawei Nova 13 BLK-LX9,Huawei_Nova_13_BLK-LX9_HW_RU_104.2.0.138_C10E3R3P1_Dload.zip,5.54 GB,https://drive.google.com/file/d/1_ku1Ozk9NPM2RPjhvYaG0eiUaPmnW0pg/view?usp=sharing
Huawei Nova 13 BLK-L29,Huawei_Nova_13_BLK-L29_HW_RU_104.2.0.138_C10E3R3P1_Dload.zip,5.54 GB,https://drive.google.com/file/d/1FiATF1gyE2VoSp79Wx-9MzV0_d1QdeRf/view?usp=sharing
Huawei Nova 4 VCE-TL00,Huawei_Nova_4_VCE-TL00_102.0.0.215_C01E205R2P7_HarmonyOS_2.0.0_05015LWW_Dload.zip,5.43 GB,https://drive.google.com/file/d/1itebskd_znyPnFdq3JM04s64dge5pGPO/view?usp=sharing
Huawei Enjoy 7 Plus Toronto-AL00IN,Huawei_Enjoy_7_Plus_Toronto-AL00IN_C675B176CUSTC675D001_7.0.0_r1_EMUI5.1.3_05014NYX_Dload.zip,2.18 GB,https://drive.google.com/file/d/1X8_pAIolCIelCddRmeAcFK5Q7gQ9chO-/view?usp=sharing
Huawei Enjoy 20 WKG-AN00,Huawei_Enjoy_20_WKG-AN00_102.0.0.190_C00E185R7P3_HarmonyOS_2.0.0_05016XKB_Dload.zip,4.1 GB,https://drive.google.com/file/d/1Crvq5Jd_02vpOiNfP0K09Qtfq6F1NRM6/view?usp=sharing
Huawei Nova 6 5G WLZ-AN00,Huawei_Nova_6_5G_WLZ-AN00_102.0.0.165_C00E160R5P6_HarmonyOS_2.0.0_05016JEX_Dload.zip,5.51 GB,https://drive.google.com/file/d/1qcjlsNAl7Ccl1DXbEQSL62GRFvzzJFL5/view?usp=sharing
Huawei P8 Lite ALE-TL00,Huawei_P8_Lite_ALE-TL00_MAA001073_Board_Software_General_5.0_EMUI_3.1_05021SJQ_HMT.zip,610 MB,https://drive.google.com/file/d/1AB8WhUp-xxYuNrKoDHj1MHMfM3lSLolJ/view?usp=sharing
