Model,File Name,File Size,Download Link
Jlinksz K960N-D5,Jlinksz_K960N-D5_MT6580_vXA140103_20181027_7.0_BTFT.zip,1.22 GB,https://drive.google.com/file/d/1Si-7TuxK9K1p5nQRczQQcg-Atl2b67iG/view
Jlinksz M107-D1,Jlinksz_M107-D1_vME190007_20190711_10.0_BTFT.zip,1.69 GB,https://drive.google.com/file/d/1cLrlYTAvHOMGsBqThdq6k_ZWl4IXhybS/view
Jlinksz M107-D2,Jlinksz_M107-D2_vME190108_20210126_10.0_BTFT.zip,1.53 GB,https://drive.google.com/file/d/1PlXYKs2PrO8CSNKi-zCC-qOTWiCqNHhS/view
Jlinksz M107-D4,Jlinksz_M107-D4_SC9863a_vMA790004_20210128_10_BTFT.zip,1.28 GB,https://drive.google.com/file/d/1fB34lyPS9EFgy5PdTzd0dCIjIta408Ay/view
Jlinksz J107A-D4,Jlinksz_J107A-D4_MT6592_vJA490004_20180806_4.4.2_BTFT.zip,437 MB,https://drive.google.com/file/d/1U9Or2WUAQNtihcxp1T2VD1IrksuossMU/view
Jlinksz J107-D9,Jlinksz_J107-D9_MT6592_vJA880004_20200327_4.4.2_BTFT.zip,2 GB,https://drive.google.com/file/d/1XXV3khNdRKqF-P0Ql4owVmc1puCh2MrY/view
Jlinksz J107A-D2,Jlinksz_J107A-D2_MT6592_vJA310204_20181030_4.4.2_BTFT.zip,612 MB,https://drive.google.com/file/d/1ueRI6DgU1BCwsmWhcOVGC9pOs8KhZ_eL/view
Jlinksz J107A-D1,Jlinksz_J107A-D1_MT6592_vJA310200_20180331_4.4.2_BTFT.zip,893 MB,https://drive.google.com/file/d/1ZOXP7F3_rz8WMSKCFGX3t0IUJkjRvA0t/view
Jlinksz J107-D18,Jlinksz_J107-D18_MT6592_vJA930000_20190822_4.4.2_BTFT.zip,389 MB,https://drive.google.com/file/d/1LUH-07gtyoTFaTuXRQ9XeKVI0lsYfSC2/view
Jlinksz J107-D16,Jlinksz_J107-D16_MT6592_vJB400001_20200911_5.1_BTFT.zip,2 GB,https://drive.google.com/file/d/1WhVk1uc8SeBt6dbREmo53j12zmtU8E4q/view
