Model,File Name,File Size,Download Link
Xiaomi Redmi 13R 5G,Xiaomi_Redmi_13R_5G_MT6835_,5.57 GB,https://drive.google.com/file/d/1qZ9cv4Y-zU2EeNW_f4EaAUZi9eyISLPp/view
Xiaomi Redmi Note 14 Pro Plus 5G,Xiaomi_Redmi_Note_14_Pro_Plus_5G_,6.43 GB,https://drive.google.com/file/d/1RP54d0FC0oJ0q_V-jj8TZqdp0ZCUt8Qz/view
Xiaomi Redmi K50i Pro,Xiaomi_Redmi_K50i_Pro_MT6895_,6 GB,https://drive.google.com/file/d/1-zdRTWhJA_xzfG70LiEa2hBOhsFeBg4u/view
Xiaomi Civi 4 Pro,Xiaomi_Civi_4_Pro_,6.36 GB,https://drive.google.com/file/d/1-_XwslfavrE6xfPdu_phbM62Nq0V4H7o/view
Xiaomi Redmi 14 Ultra,Xiaomi_Redmi_14_Ultra_,8.43 GB,https://drive.google.com/file/d/1alOMtugpW2v4Do_ghmddbOXGgnGBo-G_/view
Xiaomi Redmi Civi 2,Xiaomi_Redmi_Civi_2_,6.78 GB,https://drive.google.com/file/d/1_TkVIVFgtIFWKpaFb9XwI0WSOJvsaWtc/view
Xiaomi Redmi Note 13 Pro 5G,Xiaomi_Redmi_Note_13_Pro_5G_,6.94 GB,https://drive.google.com/file/d/1G1MNuMaOjTY2mWub1LpkzHZBhaGzJ7V2/view
Xiaomi Redmi Note 12 Discovery 5G,Xiaomi_Redmi_Note_12_Discovery_5G_MT6877_,5.69 GB,https://drive.google.com/file/d/1EzEB9bnguWVyrSUHJKJWql5JF8nGVAXY/view
Xiaomi Redmi Note 12 Pro Plus 5G,Xiaomi_Redmi_Note_12_Pro_Plus_5G_MT6877_,6.98 GB,https://drive.google.com/file/d/1Ro3rN8u4jbWHPMAwPnPlb_hPFvACxYzO/view
Xiaomi Redmi Note 14 Pro 5G,Xiaomi_Redmi_Note_14_Pro_5G_MT6878_,7.86 GB,https://drive.google.com/file/d/12B0aKOcQ0CdzGFMimMFW_THC6dgGTWBl/view
